name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Hyundai Venue,2021,286447,34607,Diesel,Individual,Manual,Second Owner,20.56 kmpl,1766 CC,104.0 bhp,140Nm@ 1750rpm,5.0
Hyundai Verna,2016,140857,81469,Diesel,Dealer,Manual,First Owner,23.63 kmpl,1097 CC,76.5 bhp,119Nm@ 2000rpm,8.0
Hyundai Venue,2014,122733,142769,Diesel,Individual,Manual,Third Owner,21.09 kmpl,1747 CC,106.0 bhp,178Nm@ 2200rpm,4.0
Honda Jazz,2010,89185,156016,Diesel,Individual,Automatic,Second Owner,19.62 kmpl,1779 CC,121.2 bhp,169Nm@ 3000rpm,4.0
Maruti Ertiga,2011,85562,163642,Diesel,Individual,Automatic,First Owner,17.06 kmpl,2046 CC,146.0 bhp,215Nm@ 2000rpm,6.0
Honda Jazz,2004,40000,229636,Petrol,Individual,Manual,First Owner,17.79 kmpl,1599 CC,95.0 bhp,163Nm@ 2500rpm,7.0
BMW X1,2018,512979,107988,Petrol,Trustmark Dealer,Manual,Third Owner,17.6 kmpl,1895 CC,105.9 bhp,146Nm@ 1500rpm,7.0
Toyota Fortuner,2013,153968,107549,Petrol,Individual,Automatic,First Owner,16.58 kmpl,1696 CC,89.0 bhp,,7.0
Hyundai Verna,2013,93970,150549,Diesel,Dealer,Manual,Second Owner,22.59 kmpl,1426 CC,90.0 bhp,126Nm@ 2500rpm,4.0
Honda WR-V,2017,204823,96606,Diesel,Individual,Automatic,First Owner,21.12 kmpl,1414 CC,63.9 bhp,87Nm@ 1500rpm,7.0
Hyundai i10,2011,97703,161785,Petrol,Dealer,Automatic,First Owner,18.14 kmpl,1362 CC,90.4 bhp,115Nm@ 3000rpm,5.0
Toyota Fortuner,2017,229046,94768,Petrol,Dealer,Manual,Second Owner,16.79 kmpl,1800 CC,111.9 bhp,195Nm@ 2200rpm,6.0
Honda City,2012,91041,123776,Petrol,Individual,Manual,First Owner,15.35 kmpl,1983 CC,121.1 bhp,181Nm@ 2000rpm,8.0
Toyota Corolla,2012,84774,137927,Petrol,Individual,Manual,Second Owner,20.42 kmpl,1358 CC,73.9 bhp,107Nm@ 1750rpm,8.0
Maruti Ertiga,2019,185435,65006,Diesel,Dealer,Manual,First Owner,21.97 kmpl,1304 CC,77.1 bhp,145Nm@ 1500rpm,7.0
Audi A6,2011,306531,172908,Petrol,Dealer,Automatic,Second Owner,12.53 kmpl,2597 CC,118.8 bhp,168Nm@ 4000rpm,5.0
Honda Jazz,2012,84232,138638,LPG,Individual,Manual,First Owner,20.69 kmpl,1441 CC,102.1 bhp,141Nm@ 1750rpm,8.0
Toyota Etios,2017,306073,56185,Diesel,Individual,Automatic,First Owner,20.11 kmpl,1662 CC,112.8 bhp,161Nm@ 2500rpm,6.0
Maruti Vitara Brezza,2017,142415,71610,Petrol,Individual,Manual,First Owner,18.57 kmpl,1797 CC,108.8 bhp,165Nm@ 3000rpm,8.0
Maruti Vitara Brezza,2011,80630,152360,Diesel,Individual,Automatic,First Owner,20.08 kmpl,1583 CC,81.7 bhp,106Nm@ 2500rpm,7.0
Renault Kwid,2017,128115,54809,Petrol,Dealer,Manual,First Owner,20.09 kmpl,,66.5 bhp,98Nm@ 2000rpm,4.0
Ford Figo,2024,402848,100,Diesel,Individual,Manual,First Owner,22.56 kmpl,1338 CC,80.4 bhp,117Nm@ 2500rpm,5.0
Hyundai Verna,2018,271175,49003,Petrol,Individual,Automatic,First Owner,15.63 kmpl,1813 CC,122.1 bhp,192Nm@ 4000rpm,5.0
Toyota Glanza,2018,203979,89266,Petrol,Individual,Manual,Second Owner,18.27 kmpl,1529 CC,108.0 bhp,151Nm@ 3000rpm,5.0
Tata Altroz,2015,102628,123724,Petrol,Individual,Manual,First Owner,20.1 kmpl,1427 CC,92.7 bhp,147Nm@ 2500rpm,7.0
Honda Civic,2015,144725,123064,Diesel,Individual,Manual,First Owner,19.87 kmpl,1571 CC,91.1 bhp,168Nm@ 1750rpm,4.0
Hyundai Verna,2014,147015,107307,Diesel,Dealer,Automatic,First Owner,20.5 kmpl,1698 CC,129.1 bhp,213Nm@ 3000rpm,5.0
Hyundai Creta,2012,85897,143633,Diesel,Individual,Manual,Second Owner,21.55 kmpl,1619 CC,126.8 bhp,200Nm@ 4000rpm,5.0
Tata Altroz,2016,120801,97716,Diesel,Individual,Manual,First Owner,21.09 kmpl,1428 CC,94.3 bhp,153Nm@ 2000rpm,7.0
Honda Jazz,2010,84416,126389,Petrol,Individual,Manual,First Owner,19.34 kmpl,1494 CC,95.4 bhp,160Nm@ 3000rpm,8.0
Ford Figo,2012,100584,112194,Diesel,Individual,Automatic,First Owner,21.19 kmpl,1522 CC,80.4 bhp,127Nm@ 1750rpm,7.0
Maruti Swift,2019,178424,61270,Petrol,Individual,Manual,First Owner,21.41 kmpl,1166 CC,74.0 bhp,102Nm@ 2000rpm,6.0
Audi Q3,2009,182304,148940,Petrol,Individual,Manual,First Owner,16.23 kmpl,1827 CC,,,5.0
Ford Aspire,2018,164001,77714,Diesel,Individual,Manual,Second Owner,22.16 kmpl,1698 CC,114.3 bhp,196Nm@ 3000rpm,5.0
Maruti Alto,2013,101127,133504,Diesel,Individual,Automatic,First Owner,22.27 kmpl,1423 CC,76.2 bhp,111Nm@ 2000rpm,4.0
Maruti Wagon R,2023,309079,22860,Petrol,Individual,Automatic,First Owner,20.13 kmpl,1391 CC,81.0 bhp,120Nm@ 2500rpm,7.0
Toyota Glanza,2013,162257,136121,Diesel,Trustmark Dealer,Manual,First Owner,20.65 kmpl,1930 CC,109.4 bhp,149Nm@ 4000rpm,7.0
Toyota Etios,2011,97128,142778,Diesel,Individual,Manual,First Owner,21.58 kmpl,1527 CC,88.0 bhp,152Nm@ 1500rpm,5.0
Maruti Wagon R,2008,40000,167612,Petrol,Dealer,Manual,Second Owner,18.0 kmpl,1631 CC,107.8 bhp,149Nm@ 2500rpm,5.0
Volkswagen Vento,2012,94712,138064,Diesel,Individual,Manual,Second Owner,21.82 kmpl,1563 CC,100.2 bhp,127Nm@ 4000rpm,7.0
Maruti Swift,2013,85210,111268,Diesel,Trustmark Dealer,Manual,Second Owner,23.55 kmpl,1389 CC,89.1 bhp,104Nm@ 1750rpm,5.0
Honda Jazz,2015,162705,67905,Petrol,Individual,Automatic,First Owner,15.81 kmpl,1790 CC,136.7 bhp,246Nm@ 1750rpm,6.0
Maruti Vitara Brezza,2014,96512,98994,Diesel,Individual,Manual,First Owner,22.32 kmpl,1384 CC,86.7 bhp,113Nm@ 3000rpm,5.0
Hyundai Venue,2006,41998,207775,Diesel,Individual,Manual,First Owner,23.7 kmpl,1354 CC,81.5 bhp,135Nm@ 3000rpm,5.0
Mahindra Scorpio,2003,40000,207703,Petrol,Individual,Manual,Fourth & Above Owner,17.19 kmpl,1794 CC,114.3 bhp,,5.0
Ford Endeavour,2018,189074,86273,Petrol,Individual,Manual,First Owner,17.2 kmpl,1458 CC,100.8 bhp,144Nm@ 3000rpm,8.0
Mahindra XUV300,2019,178448,86452,Diesel,Individual,Manual,First Owner,24.21 kmpl,983 CC,59.2 bhp,91Nm@ 4000rpm,7.0
Honda WR-V,2013,87791,131131,Diesel,Dealer,Manual,First Owner,22.07 kmpl,1232 CC,70.7 bhp,106Nm@ 2500rpm,8.0
Renault Triber,2015,106586,90859,Diesel,Dealer,Manual,First Owner,24.82 kmpl,1057 CC,76.8 bhp,130Nm@ 2500rpm,5.0
Toyota Etios,2020,274746,23468,Diesel,Individual,Manual,First Owner,22.91 kmpl,1320 CC,82.6 bhp,132Nm@ 1750rpm,8.0
Toyota Glanza,2015,134267,122583,Diesel,Individual,Manual,Second Owner,23.94 kmpl,1214 CC,80.0 bhp,117Nm@ 1750rpm,4.0
Volkswagen Tiguan,2017,203598,59292,Petrol,Individual,Manual,First Owner,17.11 kmpl,1720 CC,85.4 bhp,126Nm@ 1500rpm,5.0
Hyundai Grand i10,2017,130176,83776,Petrol,Individual,Manual,Second Owner,19.74 kmpl,1239 CC,83.9 bhp,134Nm@ 1750rpm,6.0
Maruti Ertiga,2010,56761,149824,Petrol,Individual,Manual,Second Owner,17.46 kmpl,1787 CC,119.3 bhp,202Nm@ 3000rpm,8.0
Maruti Ertiga,2013,98583,119150,Diesel,Dealer,Manual,First Owner,19.67 kmpl,1924 CC,113.7 bhp,166Nm@ 2500rpm,7.0
Honda WR-V,2015,129011,121373,Petrol,Individual,Manual,First Owner,20.11 kmpl,1393 CC,74.2 bhp,117Nm@ 2000rpm,7.0
Ford Endeavour,2006,40000,206556,Petrol,Individual,Automatic,First Owner,20.59 kmpl,1359 CC,93.0 bhp,138Nm@ 1500rpm,6.0
Honda Amaze,2016,190721,98333,Diesel,Individual,Manual,First Owner,18.0 kmpl,1791 CC,115.1 bhp,173Nm@ 1750rpm,7.0
Mahindra Bolero,2013,86153,124314,LPG,Individual,Manual,First Owner,19.73 kmpl,1262 CC,91.2 bhp,148Nm@ 4000rpm,7.0
Volkswagen Polo,2007,59090,173510,Petrol,Individual,Automatic,First Owner,16.07 kmpl,1724 CC,105.6 bhp,195Nm@ 1500rpm,5.0
Maruti Vitara Brezza,2016,153666,94560,Petrol,Dealer,Automatic,First Owner,17.6 kmpl,1299 CC,95.8 bhp,166Nm@ 1750rpm,4.0
Honda City,2016,187937,102076,Petrol,Dealer,Automatic,Second Owner,14.89 kmpl,1834 CC,155.6 bhp,182Nm@ 1500rpm,6.0
Toyota Innova,2013,133232,134886,Diesel,Individual,Manual,First Owner,19.68 kmpl,1793 CC,131.5 bhp,185Nm@ 1500rpm,6.0
Hyundai Creta,2013,107920,149936,Diesel,Individual,Manual,First Owner,21.73 kmpl,1477 CC,102.4 bhp,149Nm@ 1750rpm,7.0
Renault Triber,2014,85160,119127,Diesel,Individual,Manual,First Owner,21.97 kmpl,1244 CC,73.5 bhp,110Nm@ 3000rpm,5.0
Tata Harrier,2019,163345,48902,Petrol,Individual,Manual,Third Owner,20.95 kmpl,1244 CC,65.9 bhp,97Nm@ 3000rpm,4.0
Mercedes-Benz GLA,2018,757506,63727,Diesel,Dealer,Automatic,First Owner,17.13 kmpl,2351 CC,135.6 bhp,240Nm@ 4000rpm,7.0
Volkswagen Tiguan,2009,64476,177886,Petrol,Individual,Manual,First Owner,17.38 kmpl,1618 CC,84.3 bhp,135Nm@ 4000rpm,5.0
Toyota Glanza,2013,162546,150705,Petrol,Individual,Automatic,Second Owner,16.45 kmpl,1859 CC,120.4 bhp,169Nm@ 2000rpm,7.0
Mahindra XUV500,2008,52587,172307,Petrol,Individual,Manual,First Owner,19.22 kmpl,1361 CC,77.2 bhp,104Nm@ 1500rpm,5.0
Ford Figo,2012,83448,132679,Diesel,Individual,Manual,First Owner,20.51 kmpl,1549 CC,90.1 bhp,168Nm@ 3000rpm,7.0
Toyota Fortuner,2013,136192,102354,Diesel,Individual,Manual,Second Owner,23.17 kmpl,1228 CC,74.2 bhp,109Nm@ 2200rpm,5.0
Audi A6,2019,618444,39285,Petrol,Individual,Automatic,First Owner,16.58 kmpl,1798 CC,112.1 bhp,157Nm@ 1750rpm,7.0
Ford Aspire,2021,201761,46322,Petrol,Dealer,Manual,Second Owner,20.84 kmpl,1152 CC,63.7 bhp,102Nm@ 1750rpm,7.0
Ford EcoSport,2022,271626,24147,Petrol,Individual,Manual,First Owner,20.63 kmpl,1307 CC,81.3 bhp,131Nm@ 1750rpm,6.0
Hyundai i20,2011,75637,134991,Petrol,Individual,Automatic,Second Owner,17.76 kmpl,1488 CC,86.7 bhp,111Nm@ 2000rpm,4.0
Maruti Baleno,2019,186989,57102,Diesel,Dealer,Manual,Fourth & Above Owner,16.71 kmpl,1854 CC,119.8 bhp,184Nm@ 3000rpm,4.0
Honda City,2014,121881,143351,Petrol,Individual,Manual,First Owner,16.06 kmpl,1611 CC,90.0 bhp,137Nm@ 2500rpm,7.0
Mahindra XUV300,2015,118913,111139,Diesel,Individual,Manual,Second Owner,16.54 kmpl,1858 CC,102.3 bhp,144Nm@ 2500rpm,8.0
Honda WR-V,2024,326292,12546,Petrol,Individual,Manual,First Owner,18.56 kmpl,1339 CC,103.1 bhp,149Nm@ 1750rpm,5.0
Maruti Ertiga,2020,228901,43889,Petrol,Dealer,Automatic,First Owner,17.67 kmpl,1592 CC,105.7 bhp,141Nm@ 2500rpm,5.0
Volkswagen Polo,2018,220899,78523,Petrol,Individual,Automatic,Second Owner,19.21 kmpl,1425 CC,91.4 bhp,133Nm@ 4000rpm,7.0
Mahindra Scorpio,2018,258009,71132,Petrol,Trustmark Dealer,Manual,First Owner,18.57 kmpl,1677 CC,120.4 bhp,203Nm@ 1750rpm,4.0
Renault Kwid,2011,66126,158524,Petrol,Individual,Manual,First Owner,18.05 kmpl,1402 CC,100.2 bhp,150Nm@ 2500rpm,6.0
Toyota Fortuner,2009,66211,150636,Petrol,Individual,Manual,Second Owner,17.02 kmpl,1844 CC,134.3 bhp,207Nm@ 1750rpm,4.0
Honda Jazz,2013,106614,116403,Petrol,Individual,Manual,First Owner,18.81 kmpl,1853 CC,126.1 bhp,200Nm@ 4000rpm,4.0
Toyota Corolla,2017,275839,62180,Petrol,Individual,Automatic,First Owner,20.08 kmpl,1982 CC,133.3 bhp,206Nm@ 2200rpm,7.0
Maruti Ertiga,2017,158056,71201,Diesel,Trustmark Dealer,Manual,First Owner,18.57 kmpl,1657 CC,112.7 bhp,184Nm@ 3000rpm,5.0
Tata Nexon,2012,82366,146041,Petrol,Individual,Automatic,First Owner,16.4 kmpl,1783 CC,116.0 bhp,176Nm@ 2500rpm,7.0
Ford EcoSport,2016,182482,45809,Diesel,Individual,Automatic,Second Owner,19.44 kmpl,1742 CC,99.2 bhp,159Nm@ 2500rpm,7.0
Hyundai Venue,2008,64807,155569,Diesel,Individual,Automatic,Third Owner,21.06 kmpl,1675 CC,96.3 bhp,137Nm@ 1500rpm,5.0
Mahindra Bolero,2014,105054,130005,Diesel,Individual,Manual,Third Owner,21.46 kmpl,1389 CC,91.3 bhp,114Nm@ 2200rpm,4.0
Renault Kwid,2012,57512,173017,Diesel,Dealer,Manual,Second Owner,23.81 kmpl,934 CC,44.8 bhp,61Nm@ 1750rpm,6.0
Renault Kwid,2011,61058,159752,Petrol,Individual,Automatic,Second Owner,19.74 kmpl,1106 CC,66.8 bhp,97Nm@ 2500rpm,5.0
Ford Figo,2013,93839,104794,Diesel,Individual,Manual,First Owner,22.5 kmpl,1380 CC,91.1 bhp,118Nm@ 2500rpm,8.0
Hyundai Grand i10,2011,70777,152594,Petrol,Individual,Manual,First Owner,20.55 kmpl,1400 CC,75.2 bhp,102Nm@ 4000rpm,7.0
Tata Safari,2012,80651,154666,Diesel,Individual,Manual,Second Owner,20.61 kmpl,1439 CC,95.3 bhp,134Nm@ 2200rpm,5.0
Honda Civic,2020,341864,38739,Diesel,Individual,Automatic,First Owner,19.06 kmpl,1968 CC,122.8 bhp,191Nm@ 4000rpm,5.0
Honda WR-V,2015,108650,94441,Petrol,Individual,Manual,Third Owner,19.9 kmpl,1568 CC,96.6 bhp,165Nm@ 3000rpm,4.0
Hyundai Creta,2015,126575,108480,Petrol,Individual,Manual,Second Owner,18.94 kmpl,1574 CC,118.2 bhp,163Nm@ 1750rpm,6.0
Mahindra XUV300,2010,65617,152345,Petrol,Individual,Manual,Second Owner,17.75 kmpl,1778 CC,113.3 bhp,175Nm@ 2000rpm,7.0
Ford Figo,2015,100189,73378,Petrol,Individual,Manual,First Owner,23.34 kmpl,1000 CC,56.9 bhp,79Nm@ 4000rpm,6.0
Maruti Alto,2012,84028,110844,Petrol,Individual,Manual,First Owner,20.16 kmpl,1427 CC,75.3 bhp,107Nm@ 4000rpm,5.0
Ford Endeavour,2017,116497,93788,Petrol,Individual,Manual,Third Owner,20.13 kmpl,1515 CC,97.9 bhp,136Nm@ 1750rpm,4.0
Maruti Baleno,2008,47057,187862,Petrol,Individual,Automatic,First Owner,20.97 kmpl,863 CC,61.3 bhp,98Nm@ 1750rpm,5.0
Tata Tiago,2011,67501,163622,Petrol,Individual,Manual,First Owner,19.7 kmpl,1613 CC,82.5 bhp,128Nm@ 4000rpm,6.0
Audi A6,2006,164188,169305,Diesel,Individual,Automatic,Second Owner,17.74 kmpl,2142 CC,129.1 bhp,177Nm@ 1500rpm,5.0
Hyundai Verna,2014,111875,141008,Petrol,Individual,Manual,First Owner,18.07 kmpl,1782 CC,117.2 bhp,138Nm@ 1500rpm,8.0
Maruti Dzire,2012,89482,137928,Petrol,Dealer,Automatic,First Owner,17.49 kmpl,1585 CC,96.5 bhp,146Nm@ 1500rpm,4.0
Mercedes-Benz GLA,2018,607173,38514,Diesel,Individual,Manual,First Owner,18.01 kmpl,1985 CC,135.0 bhp,195Nm@ 2500rpm,4.0
Tata Altroz,2012,89042,159250,Petrol,Individual,Manual,First Owner,16.83 kmpl,2049 CC,121.7 bhp,217Nm@ 4000rpm,
Mahindra Thar,2012,93698,139270,Petrol,Individual,Manual,First Owner,15.46 kmpl,1925 CC,136.1 bhp,236Nm@ 2200rpm,7.0
Renault Kwid,2018,188411,66559,Diesel,Individual,Automatic,First Owner,19.82 kmpl,1893 CC,120.0 bhp,180Nm@ 3000rpm,6.0
Honda Amaze,2014,93656,104304,Petrol,Trustmark Dealer,Manual,Fourth & Above Owner,20.8 kmpl,1026 CC,72.7 bhp,117Nm@ 2000rpm,5.0
Maruti Baleno,2011,94715,165840,Diesel,Individual,Manual,First Owner,16.45 kmpl,2140 CC,150.1 bhp,254Nm@ 1500rpm,5.0
Hyundai i20,2015,111361,93877,Petrol,Individual,Manual,Second Owner,17.2 kmpl,1725 CC,117.3 bhp,159Nm@ 2200rpm,5.0
Tata Altroz,2014,107199,103792,Petrol,Individual,Automatic,First Owner,22.41 kmpl,1529 CC,119.1 bhp,202Nm@ 4000rpm,7.0
Honda Amaze,2014,133490,133542,Petrol,Individual,Manual,First Owner,18.02 kmpl,1525 CC,96.3 bhp,110Nm@ 3000rpm,7.0
Hyundai i10,2011,74183,146362,Diesel,Individual,Manual,First Owner,20.26 kmpl,1597 CC,91.9 bhp,135Nm@ 2500rpm,6.0
Tata Altroz,2017,171530,78336,Petrol,Individual,Manual,First Owner,17.44 kmpl,1574 CC,102.0 bhp,183Nm@ 1750rpm,8.0
Tata Nexon,2015,120090,127987,Petrol,Individual,Manual,Second Owner,17.72 kmpl,1685 CC,89.9 bhp,105Nm@ 2000rpm,7.0
Maruti Swift,2011,52248,179125,Petrol,Individual,Manual,First Owner,22.04 kmpl,1171 CC,71.2 bhp,110Nm@ 1750rpm,6.0
Toyota Etios,2013,122679,116363,Petrol,Dealer,Manual,Third Owner,18.94 kmpl,1702 CC,92.9 bhp,148Nm@ 1500rpm,6.0
Hyundai Venue,2014,110606,103780,Petrol,Individual,Manual,Second Owner,19.26 kmpl,1385 CC,79.3 bhp,92Nm@ 4000rpm,5.0
Ford Figo,2024,349214,20374,Petrol,Individual,Manual,Second Owner,19.33 kmpl,1644 CC,92.4 bhp,145Nm@ 4000rpm,5.0
BMW 3 Series,2012,233227,174458,Petrol,Individual,Manual,First Owner,15.41 kmpl,2264 CC,135.6 bhp,158Nm@ 1750rpm,7.0
Volkswagen Vento,2007,53292,217028,Petrol,Individual,Manual,Second Owner,16.93 kmpl,1886 CC,116.0 bhp,148Nm@ 3000rpm,6.0
Ford Figo,2009,63419,175064,Diesel,Individual,Manual,First Owner,18.75 kmpl,1743 CC,103.1 bhp,164Nm@ 2000rpm,5.0
Audi A4,2017,501238,93591,Petrol,Individual,Manual,First Owner,16.51 kmpl,2014 CC,115.0 bhp,200Nm@ 1750rpm,6.0
Renault Triber,2013,56226,120671,Petrol,Individual,Manual,Second Owner,19.76 kmpl,1104 CC,62.7 bhp,97Nm@ 2200rpm,5.0
Mahindra Thar,2018,163012,59420,Diesel,Dealer,Manual,First Owner,21.36 kmpl,1427 CC,73.9 bhp,127Nm@ 3000rpm,7.0
Maruti Alto,2014,79769,113941,Petrol,Individual,Manual,Third Owner,21.89 kmpl,1046 CC,69.4 bhp,109Nm@ 4000rpm,7.0
Mercedes-Benz C-Class,2013,331821,118560,Diesel,Individual,Manual,First Owner,19.6 kmpl,1838 CC,120.8 bhp,166Nm@ 2200rpm,7.0
Hyundai Grand i10,2016,169131,73049,Diesel,Individual,Automatic,First Owner,25.68 kmpl,1176 CC,80.1 bhp,118Nm@ 2500rpm,5.0
Maruti Ertiga,2015,109557,110983,Diesel,Dealer,Manual,First Owner,22.1 kmpl,1456 CC,84.1 bhp,133Nm@ 2000rpm,5.0
Maruti Dzire,2009,59193,164416,Petrol,Individual,Automatic,Second Owner,19.2 kmpl,1595 CC,91.3 bhp,125Nm@ 2200rpm,6.0
Mahindra XUV500,2015,134008,120837,Petrol,Individual,Manual,Second Owner,16.5 kmpl,1861 CC,126.0 bhp,176Nm@ 3000rpm,5.0
Honda WR-V,2015,137183,132789,Diesel,Individual,Automatic,Third Owner,22.07 kmpl,1506 CC,97.2 bhp,137Nm@ 4000rpm,4.0
Mahindra Bolero,2014,132799,114855,Diesel,Dealer,Automatic,First Owner,24.65 kmpl,1345 CC,94.0 bhp,140Nm@ 1500rpm,5.0
Hyundai i20,2022,328348,17323,Petrol,Dealer,Automatic,First Owner,21.16 kmpl,1069 CC,79.7 bhp,97Nm@ 1500rpm,7.0
Mahindra Thar,2017,168948,55399,Diesel,Individual,Manual,Second Owner,24.57 kmpl,1176 CC,79.1 bhp,99Nm@ 4000rpm,4.0
Volkswagen Tiguan,2008,67531,153265,Diesel,Individual,Manual,Third Owner,18.85 kmpl,1706 CC,88.9 bhp,132Nm@ 2200rpm,5.0
BMW X1,2014,416321,119891,Petrol,Trustmark Dealer,Automatic,First Owner,18.61 kmpl,2055 CC,106.6 bhp,133Nm@ 4000rpm,8.0
Hyundai Grand i10,2012,75034,133617,Petrol,Dealer,Manual,Second Owner,19.98 kmpl,1486 CC,94.2 bhp,159Nm@ 3000rpm,7.0
Renault Triber,2012,80297,125452,Diesel,Individual,Automatic,First Owner,23.87 kmpl,1318 CC,94.6 bhp,146Nm@ 2200rpm,8.0
Tata Nexon,2017,155111,83201,Diesel,Dealer,Automatic,Third Owner,22.41 kmpl,1295 CC,89.9 bhp,111Nm@ 2000rpm,5.0
Maruti Wagon R,2016,146047,109699,Diesel,Dealer,Manual,First Owner,23.38 kmpl,1102 CC,80.7 bhp,135Nm@ 1750rpm,5.0
Audi Q3,2013,266233,146069,Diesel,Individual,Manual,First Owner,20.15 kmpl,1877 CC,124.9 bhp,228Nm@ 2000rpm,5.0
Toyota Etios,2015,186688,104925,Petrol,Individual,Automatic,First Owner,17.55 kmpl,1717 CC,96.4 bhp,141Nm@ 1500rpm,5.0
Hyundai Verna,2014,124089,97417,Diesel,Dealer,Manual,Third Owner,20.39 kmpl,1581 CC,96.9 bhp,150Nm@ 1750rpm,5.0
Maruti Baleno,2014,91299,129305,Diesel,Individual,Manual,First Owner,24.55 kmpl,1326 CC,88.2 bhp,131Nm@ 1500rpm,7.0
Hyundai Venue,2013,101772,104129,Petrol,Individual,Manual,First Owner,17.79 kmpl,1753 CC,123.6 bhp,204Nm@ 2000rpm,4.0
Audi A6,2016,550063,125306,Petrol,Individual,Automatic,First Owner,15.22 kmpl,2201 CC,123.7 bhp,163Nm@ 2000rpm,7.0
Volkswagen Tiguan,2022,401510,13841,Diesel,Individual,Manual,First Owner,21.21 kmpl,1534 CC,112.8 bhp,,5.0
Volkswagen Polo,2013,106789,136393,Petrol,Individual,Manual,First Owner,17.28 kmpl,1432 CC,105.0 bhp,162Nm@ 1750rpm,8.0
Honda Civic,2014,87243,113309,Petrol,Individual,Manual,Third Owner,19.07 kmpl,1283 CC,86.5 bhp,120Nm@ 2500rpm,7.0
Maruti Alto,2022,311742,7997,Diesel,Dealer,Automatic,First Owner,18.95 kmpl,1740 CC,99.4 bhp,142Nm@ 4000rpm,7.0
Honda WR-V,2010,77113,178233,Petrol,Individual,Automatic,First Owner,20.61 kmpl,1440 CC,83.9 bhp,117Nm@ 1750rpm,8.0
Toyota Fortuner,2018,240582,61419,Petrol,Dealer,Automatic,First Owner,23.17 kmpl,1325 CC,66.3 bhp,90Nm@ 2500rpm,5.0
Mahindra Scorpio,2016,167451,78802,Petrol,Individual,Manual,First Owner,17.35 kmpl,1608 CC,110.5 bhp,183Nm@ 4000rpm,7.0
Ford Figo,2013,93120,149468,Petrol,Dealer,Manual,First Owner,18.57 kmpl,1362 CC,89.7 bhp,144Nm@ 1500rpm,5.0
Tata Safari,2018,181622,56437,Petrol,Individual,Manual,First Owner,19.02 kmpl,1626 CC,111.1 bhp,168Nm@ 2500rpm,5.0
Mahindra XUV500,2009,77991,178163,Petrol,Individual,Manual,First Owner,18.83 kmpl,1620 CC,80.2 bhp,86Nm@ 2500rpm,6.0
Maruti Baleno,2017,176481,90690,Diesel,Individual,Manual,First Owner,20.19 kmpl,1774 CC,93.5 bhp,145Nm@ 4000rpm,8.0
Honda WR-V,2016,142618,83077,Diesel,Individual,Manual,Third Owner,18.36 kmpl,2100 CC,142.5 bhp,200Nm@ 4000rpm,4.0
Hyundai i20,2011,95364,106318,Petrol,Individual,Manual,First Owner,13.44 kmpl,2082 CC,136.0 bhp,180Nm@ 2200rpm,4.0
Tata Safari,2018,194621,42870,Diesel,Individual,Manual,First Owner,19.1 kmpl,1530 CC,87.8 bhp,122Nm@ 2500rpm,
Ford Aspire,2012,102410,122548,Diesel,Individual,Automatic,Second Owner,19.2 kmpl,1571 CC,84.9 bhp,133Nm@ 1500rpm,5.0
Hyundai Grand i10,2009,61140,158514,Petrol,Individual,Automatic,First Owner,18.23 kmpl,1386 CC,71.1 bhp,102Nm@ 3000rpm,5.0
Volkswagen Tiguan,2019,288193,21014,Petrol,Individual,Automatic,First Owner,17.58 kmpl,1663 CC,84.1 bhp,132Nm@ 2000rpm,6.0
Volkswagen Polo,2015,129914,93716,Petrol,Individual,Manual,Second Owner,20.25 kmpl,1518 CC,87.0 bhp,116Nm@ 3000rpm,6.0
Mahindra Thar,2019,238170,10550,Petrol,Individual,Manual,First Owner,22.6 kmpl,1041 CC,73.9 bhp,122Nm@ 1500rpm,7.0
Maruti Vitara Brezza,2013,103822,114928,Petrol,Dealer,Manual,First Owner,19.07 kmpl,1161 CC,84.3 bhp,134Nm@ 2200rpm,5.0
Hyundai Grand i10,2013,93052,70507,CNG,Individual,Manual,Third Owner,16.77 kmpl,1974 CC,151.1 bhp,250Nm@ 3000rpm,
Ford EcoSport,2013,115711,120838,Petrol,Individual,Automatic,First Owner,19.47 kmpl,1384 CC,90.8 bhp,150Nm@ 2000rpm,5.0
Ford EcoSport,2022,325861,14942,Diesel,Individual,Manual,First Owner,20.64 kmpl,1576 CC,92.2 bhp,146Nm@ 2000rpm,4.0
Maruti Baleno,2019,190837,34481,Diesel,Individual,Automatic,First Owner,22.36 kmpl,1357 CC,90.3 bhp,155Nm@ 4000rpm,5.0
Volkswagen Tiguan,2016,158675,88077,Petrol,Individual,Manual,First Owner,20.17 kmpl,1392 CC,82.4 bhp,124Nm@ 2200rpm,8.0
Volkswagen Tiguan,2021,347313,26515,Diesel,Individual,Manual,Second Owner,22.18 kmpl,1348 CC,96.9 bhp,135Nm@ 2200rpm,4.0
Audi A6,2016,369398,132639,Diesel,Individual,Manual,First Owner,18.08 kmpl,2184 CC,161.2 bhp,214Nm@ 4000rpm,6.0
Renault Kwid,2013,89282,111570,Diesel,Dealer,Manual,First Owner,21.64 kmpl,1620 CC,108.6 bhp,181Nm@ 2200rpm,7.0
Tata Tiago,2011,70127,169898,CNG,Individual,Manual,First Owner,17.86 kmpl,1564 CC,101.0 bhp,160Nm@ 3000rpm,5.0
